iter	Logloss
156	0.4036774004
157	0.4031752476
158	0.402571294
159	0.4021535561
160	0.4017675993
161	0.4012803731
162	0.4008185554
163	0.4005987039
164	0.3999693598
165	0.3993270167
166	0.3988730777
167	0.3982952712
168	0.3978115253
169	0.3974103772
170	0.3966318008
171	0.396520946
172	0.3960795456
173	0.3956934631
174	0.3952678867
175	0.3948893631
176	0.3945199808
177	0.3941884562
178	0.3937367772
179	0.3934073754
180	0.3931423784
181	0.3925817034
182	0.3922895896
183	0.3918227561
184	0.3913683398
185	0.3910787893
186	0.3907604783
187	0.3901666924
188	0.3900810891
189	0.3896580056
190	0.3892405881
191	0.3890235186
192	0.3888788269
193	0.3884859172
194	0.3881752655
195	0.3878155096
196	0.3875541706
197	0.3874424534
198	0.3871644478
199	0.3870020713
200	0.3866452615
201	0.3864193185
202	0.3861361515
203	0.3858431051
204	0.3855407988
205	0.3853366946
206	0.3851182831
207	0.3847764638
208	0.3843960354
209	0.3843135037
210	0.383934439
211	0.3837681864
212	0.3835804687
213	0.3833933152
214	0.3831702588
215	0.3827163311
216	0.3824328958
217	0.382219293
218	0.3820445572
219	0.3819173372
220	0.3816354059
221	0.3812861046
222	0.3810532626
223	0.3808507458
224	0.3808413732
225	0.3804824082
226	0.3802526126
227	0.3800272835
228	0.3798582718
229	0.3794877882
230	0.3792657913
231	0.3791374921
232	0.3787582157
233	0.3784195577
234	0.3782141255
235	0.3780369241
236	0.3777864311
237	0.3775591671
238	0.3773488536
239	0.3770242234
240	0.3767698965
241	0.3765008283
242	0.3763503467
243	0.3760320042
244	0.3758321532
245	0.3755608196
246	0.3753922506
247	0.3752615836
248	0.3750036555
249	0.3748427349
250	0.3746560492
251	0.3745005744
252	0.374371504
253	0.3740115848
254	0.3739653551
255	0.3737599883
256	0.373603983
257	0.3733976696
258	0.3731921123
259	0.373024191
260	0.3728759069
261	0.3727591853
262	0.3725330886
263	0.3722982497
264	0.3720404099
265	0.3718955401
266	0.371592888
267	0.3714532765
268	0.3711733377
269	0.3709664017
270	0.370724682
271	0.3704932369
272	0.3703969484
273	0.3701510636
274	0.3700801881
275	0.3699482883
276	0.3698128614
277	0.3696188072
278	0.3694809945
279	0.3693286687
280	0.3690894401
281	0.3688871736
282	0.3686731506
283	0.3684989897
284	0.3683695071
285	0.3681494396
286	0.3678441511
287	0.3677062696
288	0.3675915666
289	0.367421524
290	0.3671412765
291	0.3669543148
292	0.3667668882
293	0.3664841835
294	0.3664075077
295	0.3663301299
296	0.3662282588
297	0.3661750363
298	0.3660690109
299	0.3659729982
300	0.3658102854
301	0.3657449041
302	0.365532224
303	0.3654094955
304	0.3652273416
305	0.3650835376
306	0.3648659529
307	0.3647687013
308	0.3645794214
309	0.364439949
310	0.3642536132
311	0.3641089722
312	0.3636984325
313	0.3635652043
314	0.3633204106
315	0.3630989072
316	0.3629284383
317	0.3627005447
318	0.3625485376
319	0.3624664069
320	0.3622648629
321	0.3621367142
322	0.3619050655
323	0.3617944293
324	0.361754015
325	0.3616561493
326	0.3614485938
327	0.3612487656
328	0.3611359639
329	0.3609923654
330	0.3609309519
331	0.3608170123
332	0.3606567598
333	0.3603983152
334	0.3601604608
335	0.3599637405
336	0.3598018394
337	0.3596493897
338	0.3595190268
339	0.3593960063
340	0.3592720936
341	0.3589001793
342	0.3588417932
343	0.3587409109
344	0.3586565714
345	0.3584097608
346	0.3582321483
347	0.3581576278
348	0.3578723582
349	0.3577343517
350	0.357595088
351	0.3574171698
352	0.3573118762
353	0.3570983624
354	0.3569156506
355	0.3567277666
356	0.3566036708
357	0.3563631312
358	0.3560951799
359	0.3557959308
360	0.3556255824
361	0.3554140085
362	0.3552816918
363	0.3551474036
364	0.3548736625
365	0.3547796464
366	0.3546510627
367	0.3544769372
368	0.3543930307
369	0.3543042006
370	0.3541531526
371	0.3540458463
372	0.3539386443
373	0.3537643537
374	0.3536864132
375	0.3536121037
376	0.3533811653
377	0.3531795351
378	0.3530337003
379	0.3529173102
380	0.3527719539
381	0.3525700916
382	0.3522545073
383	0.3520532203
384	0.3520047935
385	0.3519455431
386	0.3518209408
387	0.3516126166
388	0.3515733386
389	0.3514614761
390	0.3513632477
391	0.3511701715
392	0.3510622774
393	0.3509986979
394	0.350831504
395	0.3505422022
396	0.3503296635
397	0.3501655288
398	0.3499028621
399	0.3497775293
400	0.3496271422
401	0.3495505131
402	0.3494533969
403	0.3493897673
404	0.3492856994
405	0.3491767155
406	0.3490574315
407	0.3489350308
408	0.3488092386
409	0.3486312199
410	0.3484005504
411	0.348313953
412	0.3482428695
413	0.348155349
414	0.3479800847
415	0.3476514727
416	0.3476267791
417	0.3475160636
418	0.3474242704
419	0.3472692845
420	0.3471490663
421	0.3469711755
422	0.3468771406
423	0.3467085288
424	0.3464755529
425	0.3464616095
426	0.3464002699
427	0.3461030204
428	0.3460369119
429	0.3459129069
430	0.3458611935
431	0.3457597753
432	0.345560242
433	0.3453814303
434	0.3452422102
435	0.3451341439
436	0.3449896508
437	0.344904403
438	0.3447750738
439	0.3446314573
440	0.3444081007
441	0.3443612384
442	0.3442303954
443	0.3441836012
444	0.3439702884
445	0.3438253433
446	0.3436187367
447	0.3435344708
448	0.3434204966
449	0.3432314135
450	0.343115109
451	0.3429915109
452	0.3427296589
453	0.3427039231
454	0.3425330621
455	0.3425195209
456	0.3422737412
457	0.3421729201
458	0.3420387133
459	0.3419873928
460	0.3418986534
461	0.3418128289
462	0.3416884683
463	0.3416462009
464	0.3415403615
465	0.3415105934
466	0.3413376467
467	0.3411624007
468	0.3410469655
469	0.3409871601
470	0.3408954939
471	0.340876753
472	0.3407709617
473	0.3405362387
474	0.3403995493
475	0.3402667994
476	0.340186299
477	0.3400679522
478	0.3398464432
479	0.3396871082
480	0.3393503226
481	0.3392654921
482	0.3391736469
483	0.3391447709
484	0.3389692887
485	0.3388166087
486	0.3386905205
487	0.3386049459
488	0.3384147737
489	0.3382658746
490	0.3382116053
491	0.3380639154
492	0.3380095067
493	0.3379371909
494	0.3377249229
495	0.3375719802
496	0.3375045178
497	0.3373441904
498	0.3372267989
499	0.3371345356
500	0.3370780963
501	0.3369938872
502	0.336815457
503	0.3367598434
504	0.3366100529
505	0.3364204771
506	0.3363789495
507	0.336313631
508	0.3361342267
509	0.3360158031
510	0.3358694117
511	0.3358103516
512	0.3357993373
513	0.3356365529
514	0.33548869
515	0.3353211193
516	0.3352075725
517	0.3349900151
518	0.3348403607
519	0.334702825
520	0.3345793847
521	0.3344830813
522	0.3344102836
523	0.3343601733
524	0.3342526278
525	0.3340512507
526	0.3338082495
527	0.3337664539
528	0.3336520047
529	0.3334951613
530	0.3333279185
531	0.3332311064
532	0.3331351958
533	0.3331242142
534	0.333019846
535	0.3329038031
536	0.3326310847
537	0.3325213957
538	0.3323249909
539	0.3322580019
540	0.3321656099
541	0.3320442334
542	0.3319167802
543	0.331815229
544	0.3316906651
545	0.3315321836
546	0.33146942
547	0.3314303726
548	0.331286045
549	0.331240077
550	0.3310427621
551	0.3310205654
552	0.3309881219
553	0.3308321928
554	0.330717924
555	0.3306401408
556	0.330594734
557	0.3305735088
558	0.33052452
559	0.3304416696
560	0.3302809083
561	0.3302251773
562	0.3301814751
563	0.3299365379
564	0.3298774803
565	0.3297090255
566	0.3295431763
567	0.3294059554
568	0.3292777345
569	0.3292137133
570	0.3290792762
571	0.3289221298
572	0.3288267927
573	0.3286530566
574	0.3285791567
575	0.3284852876
576	0.3283489653
577	0.3282898375
578	0.3281459025
579	0.3280537931
580	0.328016689
581	0.3279799351
582	0.3278991545
583	0.3278710604
584	0.3277985766
585	0.3275995281
586	0.3275012282
587	0.3273391823
588	0.3271545992
589	0.3269819295
590	0.3268420854
591	0.3266742943
592	0.3265879727
593	0.3265378049
594	0.3264906889
595	0.3263688465
596	0.3263091286
597	0.3262850028
598	0.3262279347
599	0.3261952658
600	0.3260750826
601	0.3259756914
602	0.3259517351
603	0.3258707771
604	0.3258067058
605	0.3257241712
606	0.3256641758
607	0.3255028541
608	0.3254120471
609	0.3253254786
610	0.3251598045
611	0.3250852221
612	0.3249641941
613	0.3249351869
614	0.3248748535
615	0.3247975949
616	0.32467664
617	0.324628061
618	0.3245570824
619	0.3244203411
620	0.3240788428
621	0.324003169
622	0.323955073
623	0.3239164512
624	0.3238226927
625	0.3237811245
626	0.3237185881
627	0.3236395873
628	0.3234916118
629	0.3234287415
630	0.3233574035
631	0.3232143024
632	0.3231085042
633	0.323029833
634	0.3229342565
635	0.322849145
636	0.3226871789
637	0.3226358072
638	0.3225440829
639	0.3224455167
640	0.3223357788
641	0.3221877109
642	0.3221079122
643	0.3220442667
644	0.321938255
645	0.321821544
646	0.3217503696
647	0.3216778281
648	0.3213772005
649	0.3212386705
650	0.3211538395
651	0.3210908965
652	0.3210524236
653	0.3210111817
654	0.3208736957
655	0.3208490782
656	0.320638348
657	0.3205146177
658	0.3203960979
659	0.3202529073
660	0.3201256683
661	0.320080133
662	0.3198957286
663	0.3198129108
664	0.3197341893
665	0.3196583806
666	0.3194746323
667	0.3194192252
668	0.3193704719
669	0.3193098058
670	0.3191603885
671	0.3190663762
672	0.3188357443
673	0.3187800265
674	0.3186768238
675	0.3185380758
676	0.3183086107
677	0.3181506206
678	0.3179548617
679	0.3179374429
680	0.3177772391
681	0.3177626242
682	0.3176311473
683	0.317613062
684	0.3175425774
685	0.3174663205
686	0.317333094
687	0.3172970424
688	0.3171762877
689	0.316982667
690	0.3167678661
691	0.3165640966
692	0.3165089329
693	0.3164660157
694	0.3163153957
695	0.3161165143
696	0.3158951933
697	0.3158542716
698	0.3158020674
699	0.3157928426
700	0.31561788
701	0.3155289554
702	0.3155110025
703	0.3154849568
704	0.3154111195
705	0.3153672567
706	0.3152368706
707	0.314997813
708	0.3149698413
709	0.3149128437
710	0.3146607111
711	0.3145920756
712	0.3143819508
713	0.3143031538
714	0.3142753582
715	0.3142268659
716	0.3141906996
717	0.3140937291
718	0.3139774897
719	0.31393539
720	0.3138472589
721	0.3138114786
722	0.3136956628
723	0.3136266165
724	0.3136048954
725	0.3135039
726	0.3134866514
727	0.3134157345
728	0.3132072119
729	0.3131569991
730	0.3129378598
731	0.3129070878
732	0.3127953784
733	0.3127106996
734	0.3126122487
735	0.3125077506
736	0.3123249572
737	0.3120515172
738	0.3119617768
739	0.3117131705
740	0.3115081128
741	0.3114332199
742	0.3113389434
743	0.3113073096
744	0.311094907
745	0.3109070572
746	0.3107643923
747	0.3107099776
748	0.3106676114
749	0.3105818771
750	0.3104130344
751	0.3102327322
752	0.3100642342
753	0.3100281557
754	0.3099084605
755	0.3098271649
756	0.3096973756
757	0.3096238352
758	0.3095904206
759	0.3093882617
760	0.3093257146
761	0.3092363145
762	0.309156185
763	0.3090962336
764	0.3090447158
765	0.3089779057
766	0.3089216652
767	0.3088322663
768	0.3087525059
769	0.308606482
770	0.3085031796
771	0.308281148
772	0.3081691034
773	0.3081033481
774	0.3078823507
775	0.3077180192
776	0.3075645278
777	0.3075088271
778	0.3073017259
779	0.3072648079
780	0.307096501
781	0.3068874245
782	0.3067118995
783	0.3066382757
784	0.3065399685
785	0.3064707844
786	0.3063677557
787	0.3062934365
788	0.3062214082
789	0.30611199
790	0.3058902006
791	0.3058486621
792	0.3057140042
793	0.3056529926
794	0.3055381594
795	0.305440678
796	0.305333756
797	0.3052699521
798	0.3051817031
799	0.3050741157
800	0.3050145265
801	0.3049297445
802	0.3049072847
803	0.3048039621
804	0.304728027
805	0.3046575525
806	0.3045056873
807	0.3043898408
808	0.3043361064
809	0.3041188106
810	0.3039270456
811	0.3037822698
812	0.303639381
813	0.3035294115
814	0.3033679897
815	0.3032079396
816	0.3030811888
817	0.3030148977
818	0.3029440432
819	0.3028542611
820	0.3027286488
821	0.302647972
822	0.3026211535
823	0.3025941881
824	0.3024925455
825	0.3023397234
826	0.3022595893
827	0.3021006692
828	0.301987427
829	0.3019098231
830	0.3018127157
831	0.3016703355
832	0.301619643
833	0.3015940904
834	0.301437433
835	0.3013364968
836	0.301206306
837	0.3011154883
838	0.301067702
839	0.3010043325
840	0.3009508102
841	0.3007044192
842	0.3006237625
843	0.3004953453
844	0.3002952826
845	0.3001997494
846	0.3001484686
847	0.3000152494
848	0.2999125233
849	0.2998541527
850	0.2997600269
851	0.2997069019
852	0.2994911515
853	0.299227349
854	0.2991164236
855	0.2990064911
856	0.2989683826
857	0.298833307
858	0.2985320165
859	0.2984432234
860	0.2982618903
861	0.2981562839
862	0.2980413378
863	0.2978295905
864	0.2976683271
865	0.2975785426
866	0.2974832536
867	0.2974238993
868	0.2972822952
869	0.2972195939
870	0.2971722411
871	0.2970173752
872	0.2969090185
873	0.2967015153
874	0.2964857821
875	0.2964783421
876	0.2964288577
877	0.2963639678
878	0.2962626902
879	0.2961047258
880	0.295986343
881	0.2958082832
882	0.2956850903
883	0.2956345389
884	0.295577883
885	0.2954929857
886	0.2954189751
887	0.295375072
888	0.2951761043
889	0.2950912998
890	0.2949912356
891	0.2949207772
892	0.2948778308
893	0.2947046793
894	0.2946855362
895	0.2945636221
896	0.2943462789
897	0.2943431669
898	0.2941814969
899	0.2940276018
900	0.2939362996
901	0.2938965703
902	0.2938498448
903	0.2937970479
904	0.2936935318
905	0.2936008102
906	0.2935528992
907	0.2933393484
908	0.2932372151
909	0.2931428653
910	0.2930968354
911	0.2929789128
912	0.2928788558
913	0.2927663605
914	0.2927162764
915	0.2924977332
916	0.2923357116
917	0.2922411165
918	0.2921215108
919	0.2920550232
920	0.291922998
921	0.2917391932
922	0.2916744813
923	0.2916335791
924	0.2914572081
925	0.291364659
926	0.2912146785
927	0.2910723777
928	0.2910152425
929	0.2908388426
930	0.2907429341
931	0.2906615583
932	0.2906135579
933	0.2905572327
934	0.2904724781
935	0.2904189209
936	0.2903591622
937	0.290116884
938	0.2900279056
939	0.289949852
940	0.2898942121
941	0.2898202794
942	0.2897533656
943	0.2895992895
944	0.2894616135
945	0.2893973269
946	0.2892396386
947	0.289181012
948	0.2890727851
949	0.2889754434
950	0.2889167319
951	0.28887076
952	0.2888011159
953	0.2887252651
954	0.2886375747
955	0.2884466984
956	0.2883779906
957	0.2883273737
958	0.288186622
959	0.2880541189
960	0.2878739527
961	0.2878194354
962	0.2877496247
963	0.2876401504
964	0.2875900269
965	0.2874896319
966	0.2872877525
967	0.2872222507
968	0.2871566771
969	0.2870720342
970	0.2869493223
971	0.2869168462
972	0.2867347322
973	0.2865931329
974	0.2865866975
975	0.286540659
976	0.2864710113
977	0.28641756
978	0.2863894292
979	0.2863514741
980	0.2863000803
981	0.2862495317
982	0.2861923504
983	0.2861527987
984	0.2860007902
985	0.2858263683
986	0.2857866451
987	0.2856796071
988	0.2855248892
989	0.285489539
990	0.2854457912
991	0.2853599497
992	0.2852807206
993	0.2852291225
994	0.2851270289
995	0.2848989595
996	0.2847244582
997	0.2846081646
998	0.2844514185
999	0.2843844237
